Date;winner;loser
16/02/2017;Shika;Toga
16/02/2017;Toga;Muku
16/02/2017;Minku;Beni
16/02/2017;Yone;Hiba
16/02/2017;Mushi;hirame
16/02/2017;Shiso;Yone
17/02/2017;Minku;Yone
17/02/2017;Minku;Tabu
17/02/2017;Shide;Tabu
17/02/2017;Shide;Shika
17/02/2017;Shide;Tabu
17/02/2017;Shide;Shika
17/02/2017;Shide;Tabu
17/02/2017;Tabu;Komatsu
17/02/2017;Kinoko;Mikan
03/03/2017;Kote;Mochi
03/03/2017;Kei;Tsuwa
03/03/2017;Kei;Tsuwa
03/03/2017;Shiso;Yamu
03/03/2017;Yashi;Kinoko
03/03/2017;Yamu;Mikan
03/03/2017;Kinoko;Mikan
03/03/2017;Shika;Shiso
04/03/2017;Shika;Shide
04/03/2017;Kei;Shide
04/03/2017;Keta;Shiira
04/03/2017;Kei;Tabu
04/03/2017;Keta;Takana
04/03/2017;Kei;Shide
04/03/2017;Kibana;Muku
04/03/2017;Shide;Tsuwa
04/03/2017;Muku;Binega
04/03/2017;Shide;Tsuwa
04/03/2017;Shika;Yashi
04/03/2017;Kei;Shide
04/03/2017;Shika;Kinoko
04/03/2017;Kei;Shide
04/03/2017;Kei;Yotsuba
04/03/2017;Kei;Shide
04/03/2017;Shika;Minku
04/03/2017;Kei;Shide
04/03/2017;Kei;Tabu
04/03/2017;Yone;Haku
04/03/2017;Shide;Yone
04/03/2017;Shika;Omoto
04/03/2017;Shika;Shide
04/03/2017;Shika;Shide
05/03/2017;Shika;Shide
05/03/2017;Shide;Beni
05/03/2017;Shika;Shide
05/03/2017;Shide;Kote
05/03/2017;Minku;Shide
05/03/2017;Shika;Omoto
05/03/2017;Yone;Hiba
05/03/2017;Yone;Yuna
05/03/2017;Yashi;Yone
05/03/2017;Yashi;Mikan
05/03/2017;Keta;Shiso
05/03/2017;Keta;Shika
05/03/2017;Keta;Shide
05/03/2017;Keta;Shiira
06/03/2017;Yomogi;Mekki
06/03/2017;Kinoko;Yotsuba
06/03/2017;Yone;Kanna
06/03/2017;Keta;Pichi
06/03/2017;Omoto;Pichi
06/03/2017;Shika;Yone
06/03/2017;Shika;Yone
06/03/2017;Shika;Yone
06/03/2017;Shiira;Hado
06/03/2017;Shika;Tabu
06/03/2017;Mikan;Kanna
06/03/2017;Tabu;Hado
06/03/2017;Tsutsuji;Mikan
06/03/2017;Shika;Yotsuba
06/03/2017;Shika;Shiso
06/03/2017;Shide;Shiira
06/03/2017;Shika;Yuna
06/03/2017;Shide;Shiira
06/03/2017;Shika;Yuna
06/03/2017;Shika;Tabu
06/03/2017;Tabu;Shiira
06/03/2017;Keta;Tabu
06/03/2017;Keta;Tabu
07/03/2017;Shika;Muku
07/03/2017;Shide;Muku
07/03/2017;Shika;Muku
07/03/2017;Shiso;Muku
07/03/2017;Yamu;Okura
07/03/2017;Okura;Mizu
07/03/2017;Shide;Muku
07/03/2017;Okapi;Muku
07/03/2017;Shiira;Mizu
07/03/2017;Kei;Kizu
07/03/2017;Mikan;Tabu
07/03/2017;Kei;Kizu
07/03/2017;Shika;Tsutsuji
07/03/2017;Tsutsuji;Yotsuba
07/03/2017;Serori;Minku
07/03/2017;Kei;Binega
07/03/2017;Yomogi;Yone
07/03/2017;Kei;Serori
07/03/2017;Mikan;Betei
07/03/2017;Kei;Yumin
07/03/2017;Yuna;Bon
07/03/2017;Omoto;Kibana
07/03/2017;Shika;Kibana
07/03/2017;Usu;Muku
07/03/2017;Shika;Kibana
07/03/2017;Yone;Pan
07/03/2017;Shika;Yone
07/03/2017;Hiba;Mekki
07/03/2017;Okura;Muku
07/03/2017;Usu;Binega
07/03/2017;Omoto;Mikan
07/03/2017;Keta;Toga
07/03/2017;Keta;Yone
07/03/2017;Kei;Okura
07/03/2017;Serori;Binega
07/03/2017;Keta;Muku
07/03/2017;Usu;Binega
07/03/2017;Kote;Binega
07/03/2017;Minku;Beni
07/03/2017;Serori;Muku
07/03/2017;Yomogi;Yumin
07/03/2017;Yomogi;Yuna
07/03/2017;Yuna;Binega
07/03/2017;Shiso;Hado
07/03/2017;Omoto;Mekki
07/03/2017;Yuna;Mekki
07/03/2017;Yuna;Binega
07/03/2017;Kei;Tsutsuji
07/03/2017;Kei;Pichi
07/03/2017;Mizu;Yomogi
07/03/2017;Yamu;Mizu
07/03/2017;Kote;Pichi
07/03/2017;Shika;Botan
07/03/2017;Shiso;Shida
07/03/2017;Yone;Kote
07/03/2017;Kote;Yumin
07/03/2017;Mizu;Hiba
07/03/2017;Okapi;Hiba
07/03/2017;Kei;Shide
07/03/2017;Kote;Komatsu
07/03/2017;Shida;Yomogi
10/03/2017;Kei;Usu
10/03/2017;Kinoko;Mikan
10/03/2017;Kizu;Kanna
10/03/2017;Kizu;Yone
10/03/2017;Okura;Usu
10/03/2017;Omoto;Yomogi
10/03/2017;Shika;Kibana
10/03/2017;Shika;Kibana
10/03/2017;Shika;Kibana
11/03/2017;Kei;Usu
11/03/2017;Kei;Kibana
11/03/2017;Kei;Hiba
11/03/2017;Shiso;Tabu
11/03/2017;Kibana;Haku
11/03/2017;Kei;Tabu
11/03/2017;Omoto;Noko
11/03/2017;Kei;Tabu
11/03/2017;Shiso;Shika
11/03/2017;Shiso;Shida
11/03/2017;Kanna;Yumin
11/03/2017;Shiso;Tabu
11/03/2017;Kei;Muku
12/03/2017;Kei;Shide
12/03/2017;Shiso;Yamu
12/03/2017;Tsutsuji;Yotsuba
12/03/2017;Kei;Yone
12/03/2017;Tabu;Shida
12/03/2017;Kei;Yone
12/03/2017;Kei;Tabu
12/03/2017;Kei;Kinoko
12/03/2017;Kei;Shide
12/03/2017;Kei;Shide
12/03/2017;Kinoko;Yotsuba
12/03/2017;Kinoko;Yotsuba
12/03/2017;Kei;Shide
12/03/2017;Komatsu;Usu
12/03/2017;Kei;Shide
13/03/2017;Kei;Tabu
13/03/2017;Kei;Yuna
13/03/2017;Kei;Yuna
13/03/2017;Kei;Yuna
13/03/2017;Kei;Shide
13/03/2017;Kei;Yuna
13/03/2017;Kei;Tabu
13/03/2017;Kei;Yuna
13/03/2017;Kei;Yuna
13/03/2017;Kei;Yuna
13/03/2017;Kei;Yuna
13/03/2017;Kei;Tabu
13/03/2017;Kei;Yuna
13/03/2017;Kei;Tabu
13/03/2017;Kei;Tabu
13/03/2017;Kei;Yuna
13/03/2017;Kei;Shide
13/03/2017;Shide;Tabu
13/03/2017;Kei;Tabu
14/03/2017;Shiso;Kinoko
14/03/2017;Kei;Yuna
14/03/2017;Kei;Yuna
14/03/2017;Kei;Yuna
14/03/2017;Kei;Yuna
14/03/2017;Kei;Yuna
14/03/2017;Mushi;Kinoko
14/03/2017;Mushi;Kinoko
14/03/2017;Mushi;Kinoko
14/03/2017;Mushi;Kinoko
14/03/2017;Mushi;Kinoko
14/03/2017;Mushi;Kinoko
14/03/2017;Mushi;Kinoko
18/03/2017;Minku;Mushi
18/03/2017;Kei;Mikan
18/03/2017;Kei;Serori
18/03/2017;Kei;Shide
18/03/2017;Yashi;Serori
18/03/2017;Kei;Shide
18/03/2017;Omoto;Mikan
18/03/2017;Kei;Shide
18/03/2017;Kei;Mikan
18/03/2017;Kei;Tabu
18/03/2017;Kei;Mikan
18/03/2017;Kei;Shide
18/03/2017;Kei;Shika
18/03/2017;Kei;Tabu
18/03/2017;Shiso;Yomogi
18/03/2017;Kei;Tabu
18/03/2017;Kei;Tabu
18/03/2017;Kei;Tabu
18/03/2017;Kei;Tabu
18/03/2017;Kei;Mikan
18/03/2017;Mushi;Kinoko
18/03/2017;Kei;Kibana
18/03/2017;Kei;Tabu
18/03/2017;Kei;Shide
18/03/2017;Kei;Shide
18/03/2017;Kei;Tabu
19/03/2017;Kibana;Serori
19/03/2017;Omoto;Kizu
19/03/2017;Yashi;Omoto
19/03/2017;Shika;Okapi
19/03/2017;Kizu;Usu
19/03/2017;Shiso;Mikan
19/03/2017;Shiso;Mikan
19/03/2017;Shide;Yamu
19/03/2017;Tsuwa;Komatsu
19/03/2017;Kei;Tsuwa
19/03/2017;Mikan;Bon
19/03/2017;Haku;Komatsu
19/03/2017;Shika;Shiira
19/03/2017;Keta;Mikan
19/03/2017;Keta;Mikan
19/03/2017;Keta;Mikan
19/03/2017;Keta;Mikan
19/03/2017;Keta;Mikan
19/03/2017;Okapi;Kote
19/03/2017;Kei;Tsuwa
19/03/2017;Kei;Shida
20/03/2017;Kei;Shide
20/03/2017;Kei;Shide
20/03/2017;Shide;Tabu
20/03/2017;Kei;Shide
20/03/2017;Tabu;Tsutsuji
20/03/2017;Yamu;Tsuwa
20/03/2017;Shide;Yamu
20/03/2017;Yamu;Tsutsuji
20/03/2017;Shide;Tabu
20/03/2017;Kei;Shide
21/03/2017;Shide;Tabu
21/03/2017;Yamu;Tabu
21/03/2017;Shika;Tabu
21/03/2017;Kei;Tabu
21/03/2017;Omoto;Mizu
21/03/2017;Kibana;Haku
21/03/2017;Shika;Mushi
21/03/2017;Keta;Mikan
21/03/2017;Takana;Serori
21/03/2017;Yashi;Okapi
21/03/2017;Keta;Yashi
21/03/2017;Kibana;Tabu
21/03/2017;Shika;Kibana
21/03/2017;Shika;Kibana
22/03/2017;Kizu;Yomogi
22/03/2017;Shide;Tsuwa
22/03/2017;Kizu;Yone
22/03/2017;Yone;Beni
22/03/2017;Yone;Beni
22/03/2017;Okura;Beni
22/03/2017;Kizu;Beni
22/03/2017;Beni;Binega
22/03/2017;Yashi;Beni
22/03/2017;Yuna;Mushi
22/03/2017;Yuna;Mushi
22/03/2017;Minku;Yuna
22/03/2017;Shika;Yuna
22/03/2017;Shiira;Yuna
22/03/2017;Kei;Shide
22/03/2017;Yashi;Yuna
22/03/2017;Kei;Tabu
22/03/2017;Kizu;Yuna
22/03/2017;Kei;Shide
22/03/2017;Mushi;Hiba
22/03/2017;Kei;Shide
22/03/2017;Kizu;Yuna
22/03/2017;Kei;Shide
22/03/2017;Kizu;Yuna
22/03/2017;Okura;Haku
22/03/2017;Okura;Mochi
22/03/2017;Shiso;Okura
22/03/2017;Okura;Omoto
22/03/2017;Kizu;Serori
22/03/2017;Serori;Binega
22/03/2017;Binega;Serori
22/03/2017;Yone;Serori
22/03/2017;Mizu;Pichi
22/03/2017;Shika;Mushi
27/03/2017;Mizu;Binega
27/03/2017;Mizu;Binega
27/03/2017;Yomogi;Mizu
28/03/2017;Keta;Yamu
28/03/2017;Shide;Kanna
28/03/2017;Kibana;Kinoko
28/03/2017;Kei;Kote
28/03/2017;Kei;Omoto
28/03/2017;Kei;Mikan
28/03/2017;Okura;Usu
28/03/2017;Yashi;Tsuwa
28/03/2017;Kinoko;Usu
28/03/2017;Kote;Komatsu
28/03/2017;Yamu;Shiira
28/03/2017;Kote;Komatsu
28/03/2017;Yone;Binega
29/03/2017;Yuna;Minku
29/03/2017;Keta;Yone
29/03/2017;Kei;Shiira
29/03/2017;Kei;Shide
29/03/2017;Omoto;Beni
29/03/2017;Tabu;Yomogi
29/03/2017;Mizu;Suma
29/03/2017;Tabu;Shiso
29/03/2017;Okura;Kizu
29/03/2017;Mikan;Suma
29/03/2017;Keta;Minku
29/03/2017;Hiba;Mekki
29/03/2017;Yomogi;Hiba
29/03/2017;Komatsu;Yumin
29/03/2017;Tsuwa;Yuu
29/03/2017;Kote;Pichi
29/03/2017;Yone;Betei
29/03/2017;Yuu;Yuna
29/03/2017;Shida;Tsuwa
29/03/2017;Tsuwa;Omoto
29/03/2017;Komatsu;hirame
30/03/2017;Okura;Botan
30/03/2017;Shiira;Usu
31/03/2017;Minku;Yuna
15/04/2017;Yashi;Binega
15/04/2017;Mushi;Binega
15/04/2017;Tabu;Yashi
15/04/2017;Shide;Tabu
15/04/2017;Tabu;Yashi
15/04/2017;Shiira;Yomogi
15/04/2017;Yone;Noko
15/04/2017;Yone;Noko
15/04/2017;Yomogi;Shide
15/04/2017;Kote;Yomogi
15/04/2017;Kote;Yomogi
15/04/2017;Kote;Yomogi
16/04/2017;Botan;Bon
16/04/2017;Bon;Botan
16/04/2017;Yashi;Kote
16/04/2017;Omoto;Bon
16/04/2017;Yashi;Kote
16/04/2017;Kote;Shida
16/04/2017;Kinoko;Yuna
16/04/2017;Kinoko;Yomogi
16/04/2017;Yomogi;Yuna
16/04/2017;Kei;Shiira
16/04/2017;Noko;Hiba
16/04/2017;Okura;Noko
17/04/2017;Mushi;Yone
18/04/2017;Kinoko;Toga
18/04/2017;Shika;Mushi
18/04/2017;Yashi;Beni
19/04/2017;Yone;Tsutsuji
19/04/2017;Kinoko;Yuna
19/04/2017;Kei;Kinoko
19/04/2017;Kizu;Usu
19/04/2017;Kinoko;Kanna
19/04/2017;Yone;Minku
19/04/2017;Yomogi;Kanna
19/04/2017;Yotsuba;Yomogi
19/04/2017;Shida;Pan
19/04/2017;Yamu;Usu
19/04/2017;Yamu;Mochi
19/04/2017;Omoto;Mekki
19/04/2017;Okura;Komatsu
19/04/2017;Serori;Kanna
19/04/2017;Hado;Yone
19/04/2017;Shida;Komatsu
19/04/2017;Kizu;Yuna
19/04/2017;Omoto;Kizu
19/04/2017;Kizu;Botan
19/04/2017;Kei;Takana
19/04/2017;Kei;Kizu
19/04/2017;Kei;Kizu
19/04/2017;Kibana;Hado
19/04/2017;Yashi;Shiira
19/04/2017;Yone;Binega
19/04/2017;Serori;Haku
20/04/2017;Usu;Serori
20/04/2017;Kote;Serori
20/04/2017;Kei;Betei
20/04/2017;Hado;Yone
20/04/2017;Shiira;Yomogi
20/04/2017;Yomogi;Bon
20/04/2017;Kinoko;Betei
20/04/2017;Yomogi;Botan
20/04/2017;Serori;Toga
20/04/2017;Omoto;Tsuwa
20/04/2017;Kote;Serori
20/04/2017;Yumin;Botan
20/04/2017;Yomogi;Yone
20/04/2017;Yuu;Yuna
20/04/2017;Shiso;Shiira
20/04/2017;Yamu;Komatsu
20/04/2017;Shiso;Tsuwa
20/04/2017;Kibana;Tsutsuji
20/04/2017;Shiso;Haku
20/04/2017;Yomogi;Betei
20/04/2017;Botan;Betei
20/04/2017;Yamu;Kibana
20/04/2017;Kei;Shida
20/04/2017;Hado;Hiba
20/04/2017;Yuu;Muku
20/04/2017;Kinoko;Yomogi
20/04/2017;Okura;Binega
20/04/2017;Yone;Mizu
20/04/2017;Komatsu;Yotsuba
20/04/2017;Omoto;Uso
20/04/2017;Shika;Kibana
23/04/2017;Okura;Usu
23/04/2017;Omoto;hirame
23/04/2017;Yumin;Botan
23/04/2017;Yumin;Pichi
23/04/2017;Beni;Kanna
23/04/2017;Kinoko;Pichi
23/04/2017;Omoto;Yone
23/04/2017;Kibana;Muku
23/04/2017;Shiso;Yomogi
23/04/2017;Shiso;Usu
24/04/2017;Tabu;Kinoko
25/04/2017;Shika;Usu
26/04/2017;Kibana;Haku
26/04/2017;Kei;Tabu
26/04/2017;Shika;Kanna
26/04/2017;Yamu;Kibana
27/04/2017;Shide;Shika
27/04/2017;Shiso;Komatsu
27/04/2017;Yone;Kanna
27/04/2017;Komatsu;Yotsuba
27/04/2017;Shika;Yomogi
27/04/2017;Haku;Komatsu
27/04/2017;Omoto;Beni
27/04/2017;Omoto;Betei
27/04/2017;Kibana;Hado
27/04/2017;Kibana;Hado
28/04/2017;Yamu;Omoto
28/04/2017;Omoto;Betei
28/04/2017;Tsuwa;Beni
28/04/2017;Mikan;Toga
28/04/2017;Mikan;Usu
28/04/2017;Okura;Usu
28/04/2017;Tabu;Tsutsuji
28/04/2017;Kei;Yamu
28/04/2017;Kei;Shika
28/04/2017;Yamu;Tabu
07/05/2017;Komatsu;Binega
07/05/2017;Yomogi;Botan
07/05/2017;Yamu;Yomogi
07/05/2017;Takana;Serori
07/05/2017;Takana;Serori
07/05/2017;Kinoko;Yotsuba
07/05/2017;Yotsuba;Yuna
07/05/2017;Shika;Yotsuba
07/05/2017;Shika;Yomogi
07/05/2017;Shika;Tabu
07/05/2017;Shiso;Shiira
07/05/2017;Yashi;Komatsu
08/05/2017;Kei;Pichi
08/05/2017;Hiba;Betei
08/05/2017;Kei;Shika
10/05/2017;Botan;hirame
10/05/2017;Shide;Shida
10/05/2017;Kibana;Haku
10/05/2017;Yomogi;Betei
10/05/2017;Binega;Betei
10/05/2017;Yomogi;Toga
10/05/2017;Yomogi;Yumin
11/05/2017;Hado;Pan
11/05/2017;Hado;Mekki
11/05/2017;Yone;Komatsu
11/05/2017;Kote;Shida
11/05/2017;Mochi;Pichi
11/05/2017;Okura;Yumin
11/05/2017;Omoto;Mekki
11/05/2017;Yone;Usu
11/05/2017;Botan;Betei
11/05/2017;Shiso;Serori
12/05/2017;Yashi;Shida
12/05/2017;Yashi;Shida
12/05/2017;Kibana;Hado
12/05/2017;Mikan;Binega
12/05/2017;Kei;Tabu
12/05/2017;Tabu;Shida
13/05/2017;Yamu;Betei
13/05/2017;Shide;Betei
13/05/2017;Shide;Beni
13/05/2017;Okura;Betei
13/05/2017;Haku;Hado
13/05/2017;Kei;Hado
15/05/2017;Yamu;Shiira
15/05/2017;Tabu;Yone
15/05/2017;Omoto;Kote
15/05/2017;Tsutsuji;Omoto
15/05/2017;Omoto;Toga
15/05/2017;Yone;Mikan
15/05/2017;Serori;Muku
15/05/2017;Yuu;Binega
15/05/2017;Neji;Yuu
15/05/2017;Shida;Noko
15/05/2017;Noko;Haku
17/05/2017;Kinoko;Usu
17/05/2017;Haku;Hiba
17/05/2017;Kei;Beni
17/05/2017;Shiira;Noko
17/05/2017;Shide;Yuna
17/05/2017;Omoto;Shika
17/05/2017;Serori;Toga
17/05/2017;Serori;Toga
17/05/2017;Tsutsuji;Komatsu
17/05/2017;Haku;Kizu
17/05/2017;Haku;Hiba
17/05/2017;Kibana;Hiba
18/05/2017;Omoto;Komatsu
18/05/2017;Kibana;Yone
18/05/2017;Okura;Kibana
18/05/2017;Kibana;Serori
18/05/2017;Yamu;Shiira
18/05/2017;Noko;Betei
18/05/2017;Shide;Pan
18/05/2017;Kei;Shiira
20/05/2017;Shika;Mekki
20/05/2017;Shika;Betei
20/05/2017;Tsutsuji;Noko
20/05/2017;Shide;Bon
20/05/2017;Takana;Bon
20/05/2017;Haku;Komatsu
20/05/2017;Shika;Mekki
21/05/2017;Omoto;Kizu
21/05/2017;Omoto;Mikan
21/05/2017;Mizu;Binega
24/05/2017;Shika;Pichi
24/05/2017;Serori;Yomogi
24/05/2017;Yone;Yotsuba
25/05/2017;Kibana;Toga
26/05/2017;Okura;Binega
26/05/2017;Kinoko;Binega
26/05/2017;Binega;Betei
26/05/2017;Haku;Hado
26/05/2017;Yone;Beni
26/05/2017;Usu;Beni
26/05/2017;Yomogi;Pichi
26/05/2017;Kei;Kibana
26/05/2017;Shiso;Shika
26/05/2017;Mizu;Mikan
28/05/2017;Kibana;Takana
28/05/2017;Yashi;Botan
28/05/2017;Kinoko;Yotsuba
28/05/2017;Kinoko;Yotsuba
28/05/2017;Kinoko;Yotsuba
28/05/2017;Kinoko;Yotsuba
28/05/2017;Yotsuba;Serori
28/05/2017;Kei;Takana
28/05/2017;Kei;Tabu
28/05/2017;Yashi;Shida
28/05/2017;Kinoko;Bon
28/05/2017;Takana;Bon
28/05/2017;Shiso;Kibana
28/05/2017;Shide;Shiso
30/05/2017;Kinoko;Bon
30/05/2017;Kibana;Serori
30/05/2017;Noko;Binega
30/05/2017;Usu;Mekki
30/05/2017;Omoto;Yumin
30/05/2017;Kinoko;Bon
30/05/2017;Yomogi;Mekki
30/05/2017;Mikan;Pan
30/05/2017;Kizu;Yone
30/05/2017;Komatsu;Binega
30/05/2017;Kinoko;Beni
30/05/2017;Komatsu;Binega
30/05/2017;Okura;Kanna
30/05/2017;Muku;Botan
30/05/2017;Kizu;Mikan
30/05/2017;Komatsu;Binega
30/05/2017;Kei;hirame
30/05/2017;Komatsu;Binega
30/05/2017;Mikan;Mizu
30/05/2017;Komatsu;Binega
30/05/2017;Yomogi;Beni
30/05/2017;Yashi;Tsutsuji
30/05/2017;Hado;Pichi
30/05/2017;Tabu;Tsutsuji
30/05/2017;Okapi;Shiira
30/05/2017;Tsuwa;Tsutsuji
30/05/2017;Tsuwa;Tsutsuji
30/05/2017;Haku;Muku
30/05/2017;Shiso;Shiira
30/05/2017;Komatsu;Yotsuba
30/05/2017;Noko;Hado
30/05/2017;Yone;Yuna
30/05/2017;Tsutsuji;Okura
30/05/2017;Kei;Kibana
31/05/2017;Kei;Beni
31/05/2017;Kibana;Yuna
31/05/2017;Kibana;Kinoko
31/05/2017;Kibana;Serori
31/05/2017;Yashi;Kibana
31/05/2017;Yashi;Kibana
31/05/2017;Tsutsuji;Kinoko
31/05/2017;Yashi;Shiira
31/05/2017;Shide;Yotsuba
31/05/2017;Komatsu;Yotsuba
31/05/2017;Haku;Binega
31/05/2017;Shide;Kote
31/05/2017;Toga;Botan
31/05/2017;Yamu;Kizu
31/05/2017;Hiba;Serori
31/05/2017;Yomogi;Hiba
31/05/2017;Hiba;Mekki
31/05/2017;Noko;Hiba
31/05/2017;Kei;Tabu
31/05/2017;Yashi;Tsuwa
31/05/2017;Kei;Shide
31/05/2017;Kei;Kibana
01/06/2017;Yone;Mizu
01/06/2017;Okura;Kibana
01/06/2017;Okura;Betei
01/06/2017;Shiira;Yumin
01/06/2017;Shika;Mekki
01/06/2017;Toga;Bon
01/06/2017;Muku;Bon
01/06/2017;Shida;Binega
01/06/2017;Tsutsuji;Binega
01/06/2017;Noko;Shida
01/06/2017;Kei;Tsutsuji
01/06/2017;Shiso;Tsuwa
01/06/2017;Kei;Tsutsuji
01/06/2017;Kei;Tsutsuji
01/06/2017;Shide;Tsutsuji
01/06/2017;Shide;Tsutsuji
01/06/2017;Shika;Tsutsuji
01/06/2017;Kote;Haku
05/06/2017;Shide;Tabu
05/06/2017;Yomogi;Yuna
05/06/2017;Yashi;Kizu
05/06/2017;Kibana;Kizu
06/06/2017;Shiso;Yone
06/06/2017;Shiso;Yone
06/06/2017;Tsutsuji;Yone
06/06/2017;Shika;Usu
06/06/2017;Tsuwa;Omoto
07/06/2017;Kibana;Beni
07/06/2017;Komatsu;Yuna
07/06/2017;Yotsuba;Yuu
07/06/2017;Tabu;Mizu
07/06/2017;Tabu;Komatsu
07/06/2017;Tabu;Komatsu
07/06/2017;Yone;Hiba
07/06/2017;Tsutsuji;Yumin
07/06/2017;Noko;Yumin
07/06/2017;Haku;Toga
07/06/2017;Haku;Toga
07/06/2017;Shida;Hado
08/06/2017;Omoto;Usu
08/06/2017;Yone;Usu
08/06/2017;Yone;Usu
08/06/2017;Yone;Bon
08/06/2017;Yone;Toga
08/06/2017;Yone;Botan
08/06/2017;Yotsuba;Bon
08/06/2017;Kinoko;Yuna
08/06/2017;Yone;Usu
08/06/2017;Shiso;Mikan
08/06/2017;Mekki;Beni
09/06/2017;Shide;Kanna
09/06/2017;Hado;Haku
09/06/2017;Yashi;Hado
09/06/2017;Betei;Binega
09/06/2017;Yone;Binega
09/06/2017;Botan;Binega
09/06/2017;Hado;Binega
09/06/2017;hirame;Mochi
09/06/2017;Shiso;Tsutsuji
10/06/2017;Shide;Muku
10/06/2017;Shide;Takana
10/06/2017;Kinoko;Binega
10/06/2017;Kinoko;Botan
10/06/2017;Uso;Pan
10/06/2017;Kei;Mikan
10/06/2017;Minku;Haku
12/06/2017;Kei;Yashi
12/06/2017;Serori;Toga
12/06/2017;Kote;Mizu
12/06/2017;Kei;Kibana
12/06/2017;Shiso;Kizu
12/06/2017;Usu;Bon
13/06/2017;Yone;Betei
13/06/2017;Bon;Botan
13/06/2017;Takana;Noko
14/06/2017;Shika;Tsutsuji
14/06/2017;Shiso;Shiira
14/06/2017;Shiso;Kizu
14/06/2017;Omoto;Hiba
14/06/2017;Yamu;Haku
14/06/2017;Komatsu;Botan
14/06/2017;Haku;Tabu
15/06/2017;Yamu;Kibana
16/06/2017;Kizu;Muku
18/06/2017;Kei;Tsuwa
18/06/2017;Omoto;Yone
18/06/2017;Kei;Okapi
19/06/2017;Kanna;Yuu
21/06/2017;Mushi;Hado
21/06/2017;Mushi;Shiira